phase_gamme_id,gamme_id,numero_phase,designation,machine_id,outil_id,programme_id,temps_usinage_prevu,temps_reglage_prevu,exigence_technique
1702,378,4,Phase 4 - Fraisage,9,117,292,12,3,Surface Ra 3.2µm
1703,378,5,Phase 5 - Tournage,10,46,399,57,8,Concentricité 0.01mm
1704,378,6,Phase 6 - Ébavurage,5,135,202,10,5,Rayon R0.2 max
1705,379,1,Phase 1 - Débit / Tronçonnage,3,76,96,13,3,Longueur ±1mm
1706,379,2,Phase 2 - Perçage,8,101,114,11,10,Diamètre ±0.02mm
1707,379,3,Phase 3 - Fraisage,6,67,41,30,5,Planéité 0.02mm
1708,379,4,Phase 4 - Perçage,11,46,176,17,4,Perpendicularité 0.05mm
1709,379,5,Phase 5 - Fraisage,6,57,176,43,12,Planéité 0.02mm
1710,379,6,Phase 6 - Ébavurage,11,28,287,9,3,Rayon R0.2 max
1711,380,1,Phase 1 - Débit / Tronçonnage,8,133,135,9,8,Planarite 0.3mm
1712,380,2,Phase 2 - Tournage,5,125,396,53,7,Concentricité 0.01mm
1713,380,3,Phase 3 - Tournage,2,79,322,49,4,Surface Ra 1.6µm
1714,380,4,Phase 4 - Rectification,2,124,307,23,5,Surface Ra 0.8µm
1715,380,5,Phase 5 - Ébavurage,3,149,121,7,1,Pas d'arêtes vives
1716,381,1,Phase 1 - Réglement / Montage,7,101,158,3,15,Perpendicularité 0.02mm
1717,381,2,Phase 2 - Fraisage,9,84,104,16,6,Parallélisme 0.03mm
1718,381,3,Phase 3 - Fraisage,6,108,244,43,4,Parallélisme 0.03mm
1719,381,4,Phase 4 - Contrôle qualité,8,82,24,5,6,Contrôle dimensionnel
1720,382,1,Phase 1 - Réglement / Montage,5,28,146,3,6,Perpendicularité 0.02mm
1721,382,2,Phase 2 - Tournage,7,136,63,54,12,Diamètre ±0.01mm
1722,382,3,Phase 3 - Contrôle qualité,6,34,388,20,2,Contrôle dimensionnel
1723,383,1,Phase 1 - Débit / Tronçonnage,7,132,270,11,8,Planarite 0.3mm
1724,383,2,Phase 2 - Fraisage,6,85,286,37,9,Surface Ra 3.2µm
1725,383,3,Phase 3 - Rectification,6,130,213,22,10,Parallélisme 0.01mm
1726,383,4,Phase 4 - Ébavurage,5,36,253,8,5,Rayon R0.2 max
1727,384,1,Phase 1 - Réglement / Montage,9,72,278,7,18,Perpendicularité 0.02mm
1728,384,2,Phase 2 - Perçage,8,74,92,21,4,Alésage H7
1729,384,3,Phase 3 - Rectification,2,22,355,21,8,Surface Ra 0.8µm
1730,384,4,Phase 4 - Tournage,1,11,22,19,15,Concentricité 0.01mm
1731,384,5,Phase 5 - Ébavurage,7,60,38,6,2,
1732,385,1,Phase 1 - Réglement / Montage,2,84,163,3,11,Centrage ±0.02mm
1733,385,2,Phase 2 - Tournage,7,9,268,23,13,Diamètre ±0.01mm
1734,385,3,Phase 3 - Fraisage,6,26,146,29,7,Profondeur ±0.05mm
1735,385,4,Phase 4 - Fraisage,9,37,256,24,9,Profondeur ±0.05mm
1736,385,5,Phase 5 - Rectification,8,75,330,21,5,Surface Ra 0.8µm
1737,385,6,Phase 6 - Ébavurage,11,43,189,7,2,Pas d'arêtes vives
1738,386,1,Phase 1 - Réglement / Montage,5,140,55,4,11,Centrage ±0.02mm
1739,386,2,Phase 2 - Tournage,10,37,331,10,13,Concentricité 0.01mm
1740,386,3,Phase 3 - Fraisage,6,97,379,10,4,Parallélisme 0.03mm
1741,386,4,Phase 4 - Fraisage,9,41,105,45,10,Planéité 0.02mm
1742,386,5,Phase 5 - Ébavurage,5,121,207,11,1,
1743,387,1,Phase 1 - Débit / Tronçonnage,5,90,246,10,4,Planarite 0.3mm
1744,387,2,Phase 2 - Perçage,8,144,322,13,9,Perpendicularité 0.05mm
1745,387,3,Phase 3 - Fraisage,6,84,73,49,4,Profondeur ±0.05mm
1746,387,4,Phase 4 - Fraisage,6,27,201,13,11,Parallélisme 0.03mm
1747,387,5,Phase 5 - Perçage,3,121,90,7,9,Perpendicularité 0.05mm
1748,387,6,Phase 6 - Ébavurage,7,145,336,12,2,Pas d'arêtes vives
1749,388,1,Phase 1 - Débit / Tronçonnage,5,40,296,12,6,Longueur ±1mm
1750,388,2,Phase 2 - Perçage,4,26,376,18,7,Diamètre ±0.02mm
1751,388,3,Phase 3 - Fraisage,6,142,282,19,6,Parallélisme 0.03mm
1752,388,4,Phase 4 - Ébavurage,3,63,296,11,2,Rayon R0.2 max
1753,389,1,Phase 1 - Réglement / Montage,10,69,214,3,20,
1754,389,2,Phase 2 - Perçage,11,57,83,17,6,Perpendicularité 0.05mm
1755,389,3,Phase 3 - Rectification,6,86,134,16,10,Surface Ra 0.8µm
1756,389,4,Phase 4 - Tournage,7,150,225,10,5,Cylindricité 0.02mm
1757,389,5,Phase 5 - Ébavurage,5,15,170,6,5,Rayon R0.2 max
1758,390,1,Phase 1 - Réglement / Montage,8,29,110,9,15,Parallélisme 0.01mm
1759,390,2,Phase 2 - Fraisage,6,34,77,11,15,Surface Ra 3.2µm
1760,390,3,Phase 3 - Tournage,5,102,374,60,14,Surface Ra 1.6µm
1761,390,4,Phase 4 - Fraisage,6,10,23,26,15,Profondeur ±0.05mm
1762,390,5,Phase 5 - Contrôle qualité,9,120,266,19,4,Mesure 3 points
1763,391,1,Phase 1 - Réglement / Montage,3,132,183,4,12,
1764,391,2,Phase 2 - Rectification,1,52,9,16,7,Cylindricité 0.005mm
1765,391,3,Phase 3 - Contrôle qualité,9,21,294,15,2,
1766,392,1,Phase 1 - Débit / Tronçonnage,5,54,373,12,8,Cote brute ±0.5mm
1767,392,2,Phase 2 - Tournage,2,148,86,59,14,Concentricité 0.01mm
1768,392,3,Phase 3 - Fraisage,6,78,102,40,7,Parallélisme 0.03mm
1769,392,4,Phase 4 - Ébavurage,7,2,296,9,4,Pas d'arêtes vives
1770,393,1,Phase 1 - Débit / Tronçonnage,12,128,48,12,2,Longueur ±1mm
1771,393,2,Phase 2 - Fraisage,6,39,60,23,5,Surface Ra 3.2µm
1772,393,3,Phase 3 - Perçage,11,105,239,9,2,Diamètre ±0.02mm
1773,393,4,Phase 4 - Fraisage,6,30,58,34,9,Surface Ra 3.2µm
1774,393,5,Phase 5 - Tournage,2,11,62,49,14,Surface Ra 1.6µm
1775,393,6,Phase 6 - Ébavurage,3,136,390,10,2,Pas d'arêtes vives
1776,394,1,Phase 1 - Réglement / Montage,7,10,151,5,18,
1777,394,2,Phase 2 - Fraisage,6,46,234,29,15,Surface Ra 3.2µm
1778,394,3,Phase 3 - Tournage,5,46,52,15,7,Surface Ra 1.6µm
1779,394,4,Phase 4 - Contrôle qualité,9,102,321,9,4,PDT 100%
1780,395,1,Phase 1 - Réglement / Montage,3,35,77,6,17,Parallélisme 0.01mm
1781,395,2,Phase 2 - Tournage,10,50,359,33,8,Diamètre ±0.01mm
1782,395,3,Phase 3 - Perçage,3,1,110,23,7,Perpendicularité 0.05mm
1783,395,4,Phase 4 - Perçage,11,5,398,8,5,Taraudage M6
1784,395,5,Phase 5 - Ébavurage,10,49,218,8,5,Rayon R0.2 max
1785,396,1,Phase 1 - Réglement / Montage,4,79,391,4,11,Centrage ±0.02mm
1786,396,2,Phase 2 - Tournage,1,40,14,19,10,Surface Ra 1.6µm
1787,396,3,Phase 3 - Ébavurage,3,42,246,6,5,Rayon R0.2 max
1788,397,1,Phase 1 - Débit / Tronçonnage,5,16,227,14,7,Cote brute ±0.5mm
1789,397,2,Phase 2 - Fraisage,6,106,117,18,5,Planéité 0.02mm
1790,397,3,Phase 3 - Fraisage,6,88,164,26,5,Surface Ra 3.2µm
1791,397,4,Phase 4 - Tournage,5,9,128,13,4,Surface Ra 1.6µm
1792,397,5,Phase 5 - Contrôle qualité,4,128,289,19,4,
1793,398,1,Phase 1 - Réglement / Montage,10,17,190,9,16,Perpendicularité 0.02mm
1794,398,2,Phase 2 - Tournage,2,64,129,40,4,Cylindricité 0.02mm
1795,398,3,Phase 3 - Perçage,8,119,223,5,3,Diamètre ±0.02mm
1796,398,4,Phase 4 - Contrôle qualité,2,132,63,6,3,PDT 100%
1797,399,1,Phase 1 - Réglement / Montage,4,142,118,3,19,
1798,399,2,Phase 2 - Tournage,1,126,83,37,11,Surface Ra 1.6µm
1799,399,3,Phase 3 - Fraisage,6,94,230,16,5,Surface Ra 3.2µm
1800,399,4,Phase 4 - Contrôle qualité,2,88,361,6,5,PDT 100%
1801,400,1,Phase 1 - Débit / Tronçonnage,1,105,232,4,3,Cote brute ±0.5mm
1802,400,2,Phase 2 - Fraisage,6,86,41,13,7,Planéité 0.02mm
1803,400,3,Phase 3 - Rectification,10,126,154,14,9,Cylindricité 0.005mm
1804,400,4,Phase 4 - Tournage,2,7,9,46,9,Cylindricité 0.02mm
1805,400,5,Phase 5 - Fraisage,9,115,219,37,12,Planéité 0.02mm
1806,400,6,Phase 6 - Fraisage,6,31,288,10,8,Parallélisme 0.03mm
1807,400,7,Phase 7 - Contrôle qualité,7,104,81,19,4,
1808,401,1,Phase 1 - Réglement / Montage,4,39,41,7,7,Parallélisme 0.01mm
1809,401,2,Phase 2 - Perçage,11,5,17,6,6,Taraudage M6
1810,401,3,Phase 3 - Fraisage,6,80,170,50,12,Surface Ra 3.2µm
1811,401,4,Phase 4 - Perçage,3,13,229,23,9,Taraudage M6
1812,401,5,Phase 5 - Ébavurage,10,10,11,7,5,Pas d'arêtes vives
1813,402,1,Phase 1 - Réglement / Montage,11,18,367,6,5,Perpendicularité 0.02mm
1814,402,2,Phase 2 - Tournage,1,82,89,12,7,Surface Ra 1.6µm
1815,402,3,Phase 3 - Perçage,8,128,203,24,10,Taraudage M6
1816,402,4,Phase 4 - Fraisage,6,51,238,47,10,Surface Ra 3.2µm
1817,402,5,Phase 5 - Contrôle qualité,4,143,384,14,2,
1818,403,1,Phase 1 - Réglement / Montage,2,39,111,9,14,Centrage ±0.02mm
1819,403,2,Phase 2 - Fraisage,9,64,120,21,15,Planéité 0.02mm
1820,403,3,Phase 3 - Fraisage,6,132,343,47,12,Planéité 0.02mm
1821,403,4,Phase 4 - Fraisage,6,115,8,14,14,Planéité 0.02mm
1822,403,5,Phase 5 - Ébavurage,4,36,14,6,4,Pas d'arêtes vives
1823,404,1,Phase 1 - Réglement / Montage,11,44,55,3,18,Centrage ±0.02mm
1824,404,2,Phase 2 - Perçage,3,67,49,22,3,Perpendicularité 0.05mm
1825,404,3,Phase 3 - Fraisage,9,38,58,15,10,Surface Ra 3.2µm
1826,404,4,Phase 4 - Perçage,8,131,16,7,10,Taraudage M6
1827,404,5,Phase 5 - Rectification,10,137,71,13,4,
1828,404,6,Phase 6 - Contrôle qualité,3,134,263,12,6,
1829,405,1,Phase 1 - Réglement / Montage,3,113,6,10,10,Centrage ±0.02mm
1830,405,2,Phase 2 - Perçage,8,139,24,18,9,Alésage H7
1831,405,3,Phase 3 - Ébavurage,2,47,97,9,5,Pas d'arêtes vives
1832,406,1,Phase 1 - Débit / Tronçonnage,4,24,392,13,7,Cote brute ±0.5mm
1833,406,2,Phase 2 - Rectification,11,128,346,26,7,Cylindricité 0.005mm
1834,406,3,Phase 3 - Fraisage,9,144,259,19,10,Profondeur ±0.05mm
1835,406,4,Phase 4 - Fraisage,9,13,137,12,12,Planéité 0.02mm
1836,406,5,Phase 5 - Ébavurage,2,67,46,12,4,Pas d'arêtes vives
1837,407,1,Phase 1 - Débit / Tronçonnage,1,127,283,13,3,Longueur ±1mm
1838,407,2,Phase 2 - Fraisage,6,86,371,34,8,Surface Ra 3.2µm
1839,407,3,Phase 3 - Perçage,11,149,338,25,8,Perpendicularité 0.05mm
1840,407,4,Phase 4 - Tournage,1,108,360,50,7,Diamètre ±0.01mm
1841,407,5,Phase 5 - Ébavurage,7,68,314,9,1,Rayon R0.2 max
1842,408,1,Phase 1 - Débit / Tronçonnage,10,39,34,10,2,Longueur ±1mm
1843,408,2,Phase 2 - Fraisage,6,99,73,20,8,Parallélisme 0.03mm
1844,408,3,Phase 3 - Perçage,11,71,278,22,4,Diamètre ±0.02mm
1845,408,4,Phase 4 - Fraisage,6,69,274,35,11,Parallélisme 0.03mm
1846,408,5,Phase 5 - Contrôle qualité,4,36,133,17,5,Mesure 3 points
1847,409,1,Phase 1 - Réglement / Montage,11,114,309,3,18,Centrage ±0.02mm
1848,409,2,Phase 2 - Fraisage,6,23,154,14,6,Surface Ra 3.2µm
1849,409,3,Phase 3 - Contrôle qualité,7,92,339,10,8,Mesure 3 points
1850,410,1,Phase 1 - Réglement / Montage,2,60,110,9,18,Centrage ±0.02mm
1851,410,2,Phase 2 - Fraisage,6,12,131,30,11,Surface Ra 3.2µm
1852,410,3,Phase 3 - Fraisage,6,43,185,27,15,Planéité 0.02mm
1853,410,4,Phase 4 - Ébavurage,10,32,316,4,4,Rayon R0.2 max
1854,411,1,Phase 1 - Réglement / Montage,7,75,141,2,18,
1855,411,2,Phase 2 - Perçage,11,124,383,7,10,Perpendicularité 0.05mm
1856,411,3,Phase 3 - Perçage,3,140,278,5,8,Taraudage M6
1857,411,4,Phase 4 - Perçage,4,25,140,7,9,Alésage H7
1858,411,5,Phase 5 - Fraisage,6,58,168,49,5,Profondeur ±0.05mm
1859,411,6,Phase 6 - Contrôle qualité,10,140,217,12,7,
1860,412,1,Phase 1 - Réglement / Montage,11,113,160,10,17,Perpendicularité 0.02mm
1861,412,2,Phase 2 - Perçage,3,84,175,23,6,Alésage H7
1862,412,3,Phase 3 - Perçage,3,29,64,24,4,Perpendicularité 0.05mm
1863,412,4,Phase 4 - Tournage,7,93,127,54,9,Surface Ra 1.6µm
1864,412,5,Phase 5 - Ébavurage,2,122,41,9,1,Pas d'arêtes vives
1865,413,1,Phase 1 - Réglement / Montage,11,143,203,5,18,Perpendicularité 0.02mm
1866,413,2,Phase 2 - Tournage,2,26,264,47,7,Concentricité 0.01mm
1867,413,3,Phase 3 - Ébavurage,1,98,249,3,1,Pas d'arêtes vives
1868,414,1,Phase 1 - Réglement / Montage,9,147,155,4,14,Perpendicularité 0.02mm
1869,414,2,Phase 2 - Tournage,5,97,193,53,7,Diamètre ±0.01mm
1870,414,3,Phase 3 - Fraisage,9,13,168,37,7,Parallélisme 0.03mm
1871,414,4,Phase 4 - Tournage,5,81,217,33,10,Diamètre ±0.01mm
1872,414,5,Phase 5 - Fraisage,6,147,231,29,15,Planéité 0.02mm
1873,414,6,Phase 6 - Contrôle qualité,7,130,312,5,5,Mesure 3 points
1874,415,1,Phase 1 - Débit / Tronçonnage,3,67,208,9,8,Longueur ±1mm
1875,415,2,Phase 2 - Perçage,4,108,173,14,2,Diamètre ±0.02mm
1876,415,3,Phase 3 - Ébavurage,3,89,118,3,1,
1877,416,1,Phase 1 - Réglement / Montage,4,42,96,3,10,Parallélisme 0.01mm
1878,416,2,Phase 2 - Tournage,7,110,245,54,13,Diamètre ±0.01mm
1879,416,3,Phase 3 - Tournage,2,81,314,14,9,Surface Ra 1.6µm
1880,416,4,Phase 4 - Ébavurage,5,72,364,4,1,Rayon R0.2 max
1881,417,1,Phase 1 - Réglement / Montage,11,65,274,10,17,Centrage ±0.02mm
1882,417,2,Phase 2 - Tournage,10,4,56,40,12,Diamètre ±0.01mm
1883,417,3,Phase 3 - Fraisage,9,144,66,22,4,Parallélisme 0.03mm
1884,417,4,Phase 4 - Contrôle qualité,3,114,7,13,5,Mesure 3 points
1885,418,1,Phase 1 - Réglement / Montage,4,68,85,8,7,Parallélisme 0.01mm
1886,418,2,Phase 2 - Perçage,4,14,105,21,6,Perpendicularité 0.05mm
1887,418,3,Phase 3 - Perçage,11,88,117,18,7,Taraudage M6
1888,418,4,Phase 4 - Perçage,3,119,284,16,4,Alésage H7
1889,418,5,Phase 5 - Contrôle qualité,11,45,159,9,2,Mesure 3 points
1890,419,1,Phase 1 - Réglement / Montage,10,93,386,6,6,Centrage ±0.02mm
1891,419,2,Phase 2 - Perçage,11,66,157,25,7,Alésage H7
1892,419,3,Phase 3 - Fraisage,9,38,101,14,4,Parallélisme 0.03mm
1893,419,4,Phase 4 - Contrôle qualité,5,115,147,20,7,PDT 100%
1894,420,1,Phase 1 - Débit / Tronçonnage,4,53,125,13,4,Longueur ±1mm
1895,420,2,Phase 2 - Fraisage,6,50,285,44,9,Parallélisme 0.03mm
1896,420,3,Phase 3 - Perçage,11,91,366,5,10,Diamètre ±0.02mm
1897,420,4,Phase 4 - Perçage,3,100,127,6,6,Alésage H7
1898,420,5,Phase 5 - Contrôle qualité,7,9,198,12,4,Mesure 3 points
1899,421,1,Phase 1 - Débit / Tronçonnage,7,85,118,7,2,Cote brute ±0.5mm
1900,421,2,Phase 2 - Perçage,3,132,36,17,9,Taraudage M6
1901,421,3,Phase 3 - Contrôle qualité,11,18,218,16,3,Contrôle dimensionnel
1902,422,1,Phase 1 - Débit / Tronçonnage,3,67,135,9,2,Longueur ±1mm
1903,422,2,Phase 2 - Perçage,8,17,244,24,5,Taraudage M6
1904,422,3,Phase 3 - Perçage,3,4,329,25,7,Perpendicularité 0.05mm
1905,422,4,Phase 4 - Fraisage,6,38,275,39,11,Planéité 0.02mm
1906,422,5,Phase 5 - Perçage,11,146,297,18,10,Perpendicularité 0.05mm
1907,422,6,Phase 6 - Contrôle qualité,6,16,157,15,5,Mesure 3 points
1908,423,1,Phase 1 - Réglement / Montage,2,71,231,4,13,
1909,423,2,Phase 2 - Tournage,1,139,383,34,14,Concentricité 0.01mm
1910,423,3,Phase 3 - Tournage,2,53,286,51,6,Diamètre ±0.01mm
1911,423,4,Phase 4 - Ébavurage,7,61,291,4,2,Pas d'arêtes vives
1912,424,1,Phase 1 - Réglement / Montage,9,141,256,2,17,Parallélisme 0.01mm
1913,424,2,Phase 2 - Rectification,6,54,89,24,3,Cylindricité 0.005mm
1914,424,3,Phase 3 - Tournage,1,12,60,10,5,Cylindricité 0.02mm
1915,424,4,Phase 4 - Ébavurage,1,5,33,11,4,Rayon R0.2 max
1916,425,1,Phase 1 - Débit / Tronçonnage,2,12,16,11,8,
1917,425,2,Phase 2 - Perçage,3,3,281,7,6,Perpendicularité 0.05mm
1918,425,3,Phase 3 - Fraisage,6,74,32,25,11,Planéité 0.02mm
1919,425,4,Phase 4 - Rectification,9,63,329,10,3,
1920,425,5,Phase 5 - Ébavurage,11,36,100,8,3,Rayon R0.2 max
1921,426,1,Phase 1 - Réglement / Montage,6,81,347,3,6,Centrage ±0.02mm
1922,426,2,Phase 2 - Tournage,1,118,385,35,5,Surface Ra 1.6µm
1923,426,3,Phase 3 - Ébavurage,10,85,381,12,4,Rayon R0.2 max
1924,427,1,Phase 1 - Réglement / Montage,3,6,353,2,18,
1925,427,2,Phase 2 - Rectification,9,100,217,16,4,Surface Ra 0.8µm
1926,427,3,Phase 3 - Tournage,7,95,154,15,14,Surface Ra 1.6µm
1927,427,4,Phase 4 - Perçage,4,73,1,19,10,Alésage H7
1928,427,5,Phase 5 - Ébavurage,6,69,396,12,4,Pas d'arêtes vives
1929,428,1,Phase 1 - Réglement / Montage,1,95,396,10,11,
1930,428,2,Phase 2 - Fraisage,6,76,284,19,9,Profondeur ±0.05mm
1931,428,3,Phase 3 - Tournage,10,118,8,43,6,Diamètre ±0.01mm
1932,428,4,Phase 4 - Contrôle qualité,11,145,61,20,6,
1933,429,1,Phase 1 - Réglement / Montage,2,94,16,7,18,Parallélisme 0.01mm
1934,429,2,Phase 2 - Fraisage,6,146,233,34,3,Parallélisme 0.03mm
1935,429,3,Phase 3 - Tournage,1,34,221,54,15,Concentricité 0.01mm
1936,429,4,Phase 4 - Ébavurage,9,134,296,11,2,Rayon R0.2 max
1937,430,1,Phase 1 - Débit / Tronçonnage,2,142,3,15,6,Planarite 0.3mm
1938,430,2,Phase 2 - Rectification,2,119,185,18,8,Surface Ra 0.8µm
1939,430,3,Phase 3 - Fraisage,9,75,362,15,13,Parallélisme 0.03mm
1940,430,4,Phase 4 - Fraisage,9,48,39,16,11,Parallélisme 0.03mm
1941,430,5,Phase 5 - Ébavurage,6,104,71,9,3,Pas d'arêtes vives
1942,431,1,Phase 1 - Débit / Tronçonnage,12,123,172,11,6,Cote brute ±0.5mm
1943,431,2,Phase 2 - Fraisage,9,94,137,18,4,Planéité 0.02mm
1944,431,3,Phase 3 - Contrôle qualité,3,125,24,15,5,Mesure 3 points
1945,432,1,Phase 1 - Débit / Tronçonnage,12,37,65,8,5,Cote brute ±0.5mm
1946,432,2,Phase 2 - Perçage,3,13,33,25,8,Perpendicularité 0.05mm
1947,432,3,Phase 3 - Contrôle qualité,3,105,141,6,5,Mesure 3 points
1948,433,1,Phase 1 - Débit / Tronçonnage,5,72,241,5,6,Longueur ±1mm
1949,433,2,Phase 2 - Rectification,6,84,370,16,3,Surface Ra 0.8µm
1950,433,3,Phase 3 - Tournage,10,133,94,20,14,Concentricité 0.01mm
1951,433,4,Phase 4 - Perçage,4,24,70,18,3,Taraudage M6
1952,433,5,Phase 5 - Rectification,11,96,4,23,4,Surface Ra 0.8µm
1953,433,6,Phase 6 - Contrôle qualité,11,16,47,8,6,Contrôle dimensionnel
1954,434,1,Phase 1 - Réglement / Montage,6,46,238,3,7,Perpendicularité 0.02mm
1955,434,2,Phase 2 - Tournage,1,12,381,33,6,Diamètre ±0.01mm
1956,434,3,Phase 3 - Tournage,10,35,103,12,3,Diamètre ±0.01mm
1957,434,4,Phase 4 - Tournage,7,81,349,10,3,Diamètre ±0.01mm
1958,434,5,Phase 5 - Tournage,1,130,294,60,7,Concentricité 0.01mm
1959,434,6,Phase 6 - Contrôle qualité,7,37,291,19,5,Mesure 3 points
1960,435,1,Phase 1 - Réglement / Montage,4,89,68,6,13,
1961,435,2,Phase 2 - Perçage,11,23,320,21,4,Taraudage M6
1962,435,3,Phase 3 - Tournage,5,138,43,23,15,Surface Ra 1.6µm
1963,435,4,Phase 4 - Tournage,5,12,79,32,15,Diamètre ±0.01mm
1964,435,5,Phase 5 - Ébavurage,5,18,240,7,2,
1965,436,1,Phase 1 - Débit / Tronçonnage,10,135,392,6,4,Longueur ±1mm
1966,436,2,Phase 2 - Fraisage,6,104,140,44,9,Surface Ra 3.2µm
1967,436,3,Phase 3 - Perçage,11,50,302,22,5,Alésage H7
1968,436,4,Phase 4 - Rectification,11,129,100,25,7,Cylindricité 0.005mm
1969,436,5,Phase 5 - Ébavurage,7,98,323,7,4,Pas d'arêtes vives
1970,437,1,Phase 1 - Réglement / Montage,3,86,28,9,19,Perpendicularité 0.02mm
1971,437,2,Phase 2 - Perçage,11,93,230,24,7,Alésage H7
1972,437,3,Phase 3 - Tournage,7,41,106,46,5,Surface Ra 1.6µm
1973,437,4,Phase 4 - Fraisage,9,84,55,12,10,Planéité 0.02mm
1974,437,5,Phase 5 - Contrôle qualité,9,27,120,8,2,PDT 100%
1975,438,1,Phase 1 - Débit / Tronçonnage,11,100,49,12,7,Cote brute ±0.5mm
1976,438,2,Phase 2 - Tournage,5,114,350,34,3,Cylindricité 0.02mm
1977,438,3,Phase 3 - Tournage,1,104,368,49,8,Cylindricité 0.02mm
1978,438,4,Phase 4 - Ébavurage,10,22,350,5,1,Pas d'arêtes vives
1979,439,1,Phase 1 - Réglement / Montage,5,113,161,7,6,Centrage ±0.02mm
1980,439,2,Phase 2 - Tournage,7,13,41,30,4,Concentricité 0.01mm
1981,439,3,Phase 3 - Tournage,2,89,336,53,13,Concentricité 0.01mm
1982,439,4,Phase 4 - Fraisage,9,9,225,28,3,Profondeur ±0.05mm
1983,439,5,Phase 5 - Ébavurage,8,49,67,10,5,
1984,440,1,Phase 1 - Débit / Tronçonnage,3,94,330,3,3,Cote brute ±0.5mm
1985,440,2,Phase 2 - Tournage,7,74,347,49,6,Concentricité 0.01mm
1986,440,3,Phase 3 - Perçage,3,53,354,23,3,Diamètre ±0.02mm
1987,440,4,Phase 4 - Tournage,2,9,110,37,3,Concentricité 0.01mm
1988,440,5,Phase 5 - Ébavurage,11,77,321,12,1,Pas d'arêtes vives
1989,441,1,Phase 1 - Réglement / Montage,3,45,280,7,16,Parallélisme 0.01mm
1990,441,2,Phase 2 - Rectification,9,146,175,12,3,Parallélisme 0.01mm
1991,441,3,Phase 3 - Fraisage,6,16,209,41,12,Surface Ra 3.2µm
1992,441,4,Phase 4 - Fraisage,9,147,220,45,3,Surface Ra 3.2µm
1993,441,5,Phase 5 - Fraisage,9,123,135,12,15,Parallélisme 0.03mm
1994,441,6,Phase 6 - Contrôle qualité,11,69,356,9,7,Mesure 3 points
1995,442,1,Phase 1 - Réglement / Montage,6,74,158,7,12,Centrage ±0.02mm
1996,442,2,Phase 2 - Tournage,7,118,194,58,5,Concentricité 0.01mm
1997,442,3,Phase 3 - Tournage,2,42,325,32,3,Surface Ra 1.6µm
1998,442,4,Phase 4 - Fraisage,9,81,131,18,9,Parallélisme 0.03mm
1999,442,5,Phase 5 - Ébavurage,8,138,131,5,5,Pas d'arêtes vives
2000,443,1,Phase 1 - Réglement / Montage,9,147,360,4,12,Parallélisme 0.01mm
2001,443,2,Phase 2 - Tournage,1,18,8,57,15,Surface Ra 1.6µm
2002,443,3,Phase 3 - Contrôle qualité,9,108,347,6,4,Mesure 3 points
2003,444,1,Phase 1 - Débit / Tronçonnage,11,143,212,11,4,Longueur ±1mm
2004,444,2,Phase 2 - Tournage,1,23,197,35,10,Cylindricité 0.02mm
2005,444,3,Phase 3 - Perçage,3,73,348,15,9,Alésage H7
2006,444,4,Phase 4 - Perçage,11,83,290,10,3,Perpendicularité 0.05mm
2007,444,5,Phase 5 - Contrôle qualité,6,109,160,10,5,PDT 100%
2008,445,1,Phase 1 - Débit / Tronçonnage,7,108,344,15,3,Cote brute ±0.5mm
2009,445,2,Phase 2 - Perçage,4,118,190,16,10,Perpendicularité 0.05mm
2010,445,3,Phase 3 - Tournage,7,119,13,54,12,Cylindricité 0.02mm
2011,445,4,Phase 4 - Tournage,7,30,47,32,5,Cylindricité 0.02mm
2012,445,5,Phase 5 - Contrôle qualité,11,2,93,11,5,Mesure 3 points
2013,446,1,Phase 1 - Débit / Tronçonnage,12,44,35,8,6,Cote brute ±0.5mm
2014,446,2,Phase 2 - Fraisage,9,2,352,33,12,Surface Ra 3.2µm
2015,446,3,Phase 3 - Fraisage,6,129,224,23,11,Planéité 0.02mm
2016,446,4,Phase 4 - Ébavurage,11,21,374,12,3,
2017,447,1,Phase 1 - Réglement / Montage,8,43,361,3,17,Centrage ±0.02mm
2018,447,2,Phase 2 - Perçage,8,61,246,22,5,Diamètre ±0.02mm
2019,447,3,Phase 3 - Fraisage,9,40,261,47,10,Parallélisme 0.03mm
2020,447,4,Phase 4 - Perçage,8,85,160,6,3,Perpendicularité 0.05mm
2021,447,5,Phase 5 - Tournage,7,42,1,13,5,Cylindricité 0.02mm
2022,447,6,Phase 6 - Fraisage,6,59,70,19,3,Planéité 0.02mm
2023,447,7,Phase 7 - Ébavurage,10,125,143,6,2,
2024,448,1,Phase 1 - Réglement / Montage,2,17,216,7,11,Centrage ±0.02mm
2025,448,2,Phase 2 - Perçage,3,33,19,25,5,Diamètre ±0.02mm
2026,448,3,Phase 3 - Tournage,2,57,68,18,14,Diamètre ±0.01mm
2027,448,4,Phase 4 - Fraisage,6,27,125,33,14,Parallélisme 0.03mm
2028,448,5,Phase 5 - Tournage,2,129,48,36,8,Surface Ra 1.6µm
2029,448,6,Phase 6 - Fraisage,9,51,2,13,8,Parallélisme 0.03mm
2030,448,7,Phase 7 - Contrôle qualité,8,117,236,16,5,PDT 100%
2031,449,1,Phase 1 - Réglement / Montage,7,34,394,3,5,Parallélisme 0.01mm
2032,449,2,Phase 2 - Rectification,2,107,350,29,4,
2033,449,3,Phase 3 - Tournage,10,11,82,47,14,Cylindricité 0.02mm
